Dublin Core:Title,Dublin Core:Identifier,File,Dublin Core:Creator,Dublin Core:Date,Dublin Core:County,Dublin Core:Subject,Dublin Core:Source,Dublin Core:Rights,Dublin Core:Format,Item Type Metadata:Physical Dimensions,Dublin Core:Language,Item Type,Dublin Core:Coverage,geolocation:latitude,geolocation:longitude,geolocation:zoom_level,geolocation:map_type,geolocation:address
"Gesling, KY by Joan Ramey",293,http://mappalachia.org/pictures/gallery/full_size/map_293.jpg,Joan Ramey,1949,Carter,"Gesling, KY",Berea College Special Collections and Archives,Rights Reserved by: Joan Ramey,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.4231352,-83.092397,10,,
"Holden, WV by Parry Steele",294,http://mappalachia.org/pictures/gallery/full_size/map_294.jpg,Parry Steele,1949,Logan,"Holden, WV",Berea College Special Collections and Archives,Rights Reserved by: Parry Steele,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8242695,-82.0595727,10,,
"Petersburg, KY by Robert Hill",295,http://mappalachia.org/pictures/gallery/full_size/map_295.jpg,Robert Hill,1949,Grant,"Petersburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Robert Hill,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.0704083,-84.8653576,10,,
"Bluefield, VA by Sarah Perdue",296,http://mappalachia.org/pictures/gallery/full_size/map_296.jpg,Sarah Perdue,1949,Tazewell,"Bluefield, VA",Berea College Special Collections and Archives,Rights Reserved by: Sarah Perdue,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2486175,-81.2843811,10,,
"Rainelle, WV by Stanley Shrader",297,http://mappalachia.org/pictures/gallery/full_size/map_297.jpg,Stanley Shrader,1949,Greenbirer,"Rainelle, WV",Berea College Special Collections and Archives,Rights Reserved by: Stanley Shrader,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.9687279,-80.7670342,10,,
"Wallins, KY by Stephen Burkhart",298,http://mappalachia.org/pictures/gallery/full_size/map_298.jpg,Stephen Burkhart,1949,Harlan,"Wallins, KY",Berea College Special Collections and Archives,Rights Reserved by: Stephen Burkhart,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.8311984,-83.416853,10,,
"Oak Ridge, TN by J.R. Boyd Jr.",299,http://mappalachia.org/pictures/gallery/full_size/map_299.jpg,J.R. Boyd Jr.,1953,Anderson; Roane,"Oak Ridge, TN",Berea College Special Collections and Archives,Rights Reserved by: J.R. Boyd Jr.,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.0103561,-84.2696449,10,,
"Oak Ridge, TN by Mary Plummer",300,http://mappalachia.org/pictures/gallery/full_size/map_300.jpg,Mary Plummer,1953,Anderson; Roane,"Oak Ridge, TN",Berea College Special Collections and Archives,Rights Reserved by: Mary Plummer,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.0103561,-84.2696449,10,,
"Oak Ridge, TN by Sylvia Hitchcock",301,http://mappalachia.org/pictures/gallery/full_size/map_301.jpg,Sylvia Hitchcock,1953,Anderson; Roane,"Oak Ridge, TN",Berea College Special Collections and Archives,Rights Reserved by: Sylvia Hitchcock,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.0103561,-84.2696449,10,,
"Boone, NC by James Greer",302,http://mappalachia.org/pictures/gallery/full_size/map_302.jpg,James Greer,1954,Watauga,"Boone, NC",Berea College Special Collections and Archives,Rights Reserved by: James Greer,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.216795,-81.6745517,10,,
"Berea, KY by Ray Himes",303,http://mappalachia.org/pictures/gallery/full_size/map_303.jpg,Ray Himes,,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Ray Himes,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Leicester, NC by Michael Arrington",304,http://mappalachia.org/pictures/gallery/full_size/map_304.jpg,Michael Arrington,,Buncombe,"Leicester, NC",Berea College Special Collections and Archives,Rights Reserved by: Michael Arrington,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.6551074,-82.6962438,10,,
"Brighton, AL by Marilyn Oliver",305,http://mappalachia.org/pictures/gallery/full_size/map_305.jpg,Marilyn Oliver,1956,Jefferson,"Brighton, AL",Berea College Special Collections and Archives,Rights Reserved by: Marilyn Oliver,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,33.4342755,-86.9472148,10,,
"Rockfork, KY by Martha Blair",306,http://mappalachia.org/pictures/gallery/full_size/map_306.jpg,Martha Blair,,Perry,"Rockfork, KY",Berea College Special Collections and Archives,Rights Reserved by: Martha Blair,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3564719,-83.192877,10,,
"Asheville, NC by Mary Bastie",307,http://mappalachia.org/pictures/gallery/full_size/map_307.jpg,Mary Bastie,,Buncombe,"Asheville, NC",Berea College Special Collections and Archives,Rights Reserved by: Mary Bastie,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.5950581,-82.5514869,10,,
"Knoxville, TN by Robyn Noel",308,http://mappalachia.org/pictures/gallery/full_size/map_308.jpg,Robyn Noel,,Knox,"Knoxville, TN",Berea College Special Collections and Archives,Rights Reserved by: Robyn Noel,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.9377888,-83.9536598,10,,
"Lockbridge, WV by Mary L. Hicks",309,http://mappalachia.org/pictures/gallery/full_size/map_309.jpg,Mary L. Hicks,,Summers,"Lockbridge, WV",Berea College Special Collections and Archives,Rights Reserved by: Mary L. Hicks,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8276178,-80.8450892,10,,
"Hallie, KY by McArthur Watts",311,http://mappalachia.org/pictures/gallery/full_size/map_311.jpg,McArthur Watts,,Letcher,"Hallie, KY",Berea College Special Collections and Archives,Rights Reserved by: McArthur Watts,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.1023165,-83.0212745,10,,
"White Oak, TN by Billy Chadwell",312,http://mappalachia.org/pictures/gallery/full_size/map_312.jpg,Billy Chadwell,,Monroe,"White Oak, TN",Berea College Special Collections and Archives,Rights Reserved by: Billy Chadwell,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.4006367,-84.1163009,10,,
"Beckley, WV by Mike Harvey",313,http://mappalachia.org/pictures/gallery/full_size/map_313.jpg,Mike Harvey,,Raleigh,"Beckley, WV",Berea College Special Collections and Archives,Rights Reserved by: Mike Harvey,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.7781702,-81.1881557,10,,
"Three Links, KY by Mildred Martin",314,http://mappalachia.org/pictures/gallery/full_size/map_314.jpg,Mildred Martin,,Jackson,"Three Links, KY",Berea College Special Collections and Archives,Rights Reserved by: Mildred Martin,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.4678627,-84.1893766,10,,
"Hardin Valley, TN by Carl Hoefer",315,http://mappalachia.org/pictures/gallery/full_size/map_315.jpg,Carl Hoefer,1976,Knox,"Hardin Valley, TN",Berea College Special Collections and Archives,Rights Reserved by: Carl Hoefer,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.9392984,-84.172896,10,,
"Paint Lick, KY by Nancy Moon",316,http://mappalachia.org/pictures/gallery/full_size/map_316.jpg,Nancy Moon,,Garrad,"Paint Lick, KY",Berea College Special Collections and Archives,Rights Reserved by: Nancy Moon,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6167483,-84.4093797,10,,
"Letcher, KY by Susan Smith",317,http://mappalachia.org/pictures/gallery/full_size/map_317.jpg,Susan Smith,,Letcher,"Letcher, KY",Berea College Special Collections and Archives,Rights Reserved by: Susan Smith,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.125351,-82.8640623,10,,
"Grahn, KY by Larry Carroll",318,http://mappalachia.org/pictures/gallery/full_size/map_318.jpg,Larry Carroll,1965,Carter,"Grahn, KY",Berea College Special Collections and Archives,Rights Reserved by: Larry Carroll,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.2836924,-83.0751728,10,,
"Williamson, WV by Nelson Sandifun",319,http://mappalachia.org/pictures/gallery/full_size/map_319.jpg,Nelson Sandifun,,Mingo,"Williamson, WV",Berea College Special Collections and Archives,Rights Reserved by: Nelson Sandifun,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6742682,-82.2773629,10,,
"Berryville, KY by Linda Wynkoop",320,http://mappalachia.org/pictures/gallery/full_size/map_320.jpg,Linda Wynkoop,1965,Clark,"Berryville, KY",Berea College Special Collections and Archives,Rights Reserved by: Linda Wynkoop,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.1517713,-77.9822193,10,,
", KY by Thomas Demond",321,http://mappalachia.org/pictures/gallery/full_size/map_321.jpg,Thomas Demond,,Larue,", KY",Berea College Special Collections and Archives,Rights Reserved by: Thomas Demond,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.5189552,-85.7256372,10,,
"Baisden, WV by Pamela Cline",322,http://mappalachia.org/pictures/gallery/full_size/map_322.jpg,Pamela Cline,1968,Mingo,"Baisden, WV",Berea College Special Collections and Archives,Rights Reserved by: Pamela Cline,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.5843456,-81.9059764,10,,
"Hazard, KY by Majorie Vivian",323,http://mappalachia.org/pictures/gallery/full_size/map_323.jpg,Majorie Vivian,1965,Russel,"Hazard, KY",Berea College Special Collections and Archives,Rights Reserved by: Majorie Vivian,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.24954,-83.1932284,10,,
"Mitchellsburg, KY by Morris Lamb",324,http://mappalachia.org/pictures/gallery/full_size/map_324.jpg,Morris Lamb,1964,Boyle,"Mitchellsburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Morris Lamb,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.600629,-84.9496784,10,,
"Road Mountain, TN by M. Vance",325,http://mappalachia.org/pictures/gallery/full_size/map_325.jpg,M. Vance,,Carter,"Road Mountain, TN",Berea College Special Collections and Archives,Rights Reserved by: M. Vance,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,27.9268408,-81.9573768,10,,
", KY by Pat Morris",326,http://mappalachia.org/pictures/gallery/full_size/map_326.jpg,Pat Morris,,Perry,", KY",Berea College Special Collections and Archives,Rights Reserved by: Pat Morris,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3160706,-83.2077645,10,,
"Birmingham, AL by Theodore Fuller",327,http://mappalachia.org/pictures/gallery/full_size/map_327.jpg,Theodore Fuller,1965,Jefferson,"Birmingham, AL",Berea College Special Collections and Archives,Rights Reserved by: Theodore Fuller,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,33.5185892,-86.8103567,10,,
"Wheelwright, KY by Anonymous",328,http://mappalachia.org/pictures/gallery/full_size/map_328.jpg,Anonymous,1965,Floyd,"Wheelwright, KY",Berea College Special Collections and Archives,Rights Reserved by: ,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3326024,-82.7209904,10,,
", KY by Lucia Lutts",329,http://mappalachia.org/pictures/gallery/full_size/map_329.jpg,Lucia Lutts,,Bourbon,", KY",Berea College Special Collections and Archives,Rights Reserved by: Lucia Lutts,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.2170752,-84.2278796,10,,
"Soddy-Daisy, TN by Paul Beene",330,http://mappalachia.org/pictures/gallery/full_size/map_330.jpg,Paul Beene,1962,Hamilton,"Soddy-Daisy, TN",Berea College Special Collections and Archives,Rights Reserved by: Paul Beene,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.240716,-85.1970087,10,,
", WV by Louis Clay",331,http://mappalachia.org/pictures/gallery/full_size/map_331.jpg,Louis Clay,1977,Greenbirer,", WV",Berea College Special Collections and Archives,Rights Reserved by: Louis Clay,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.0198478,-80.543845,10,,
"Bristol, TN by Paul Jones",332,http://mappalachia.org/pictures/gallery/full_size/map_332.jpg,Paul Jones,,Sullivan,"Bristol, TN",Berea College Special Collections and Archives,Rights Reserved by: Paul Jones,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.5951059,-82.1887444,10,,
"Chillicothe, OH by Kraig Moody",333,http://mappalachia.org/pictures/gallery/full_size/map_333.jpg,Kraig Moody,1986,Ross,"Chillicothe, OH",Berea College Special Collections and Archives,Rights Reserved by: Kraig Moody,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.3516758,-82.9797775,10,,
"Dehue, WV by Peggy Taylor",334,http://mappalachia.org/pictures/gallery/full_size/map_334.jpg,Peggy Taylor,,Logan,"Dehue, WV",Berea College Special Collections and Archives,Rights Reserved by: Peggy Taylor,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8062167,-81.9059544,10,,
", GA by Kevin Smith",335,http://mappalachia.org/pictures/gallery/full_size/map_335.jpg,Kevin Smith,,Dade,", GA",Berea College Special Collections and Archives,Rights Reserved by: Kevin Smith,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,34.9109017,-85.4788065,10,,
"Pine Mountain, KY by Rachel Leach",336,http://mappalachia.org/pictures/gallery/full_size/map_336.jpg,Rachel Leach,1954,Harlan,"Pine Mountain, KY",Berea College Special Collections and Archives,Rights Reserved by: Rachel Leach,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9487023,-83.1821171,10,,
"Hazard, KY by Raleigh Johnson",337,http://mappalachia.org/pictures/gallery/full_size/map_337.jpg,Raleigh Johnson,1959,Perry,"Hazard, KY",Berea College Special Collections and Archives,Rights Reserved by: Raleigh Johnson,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.24954,-83.1932284,10,,
", KY by Kenneth Pugh",338,http://mappalachia.org/pictures/gallery/full_size/map_338.jpg,Kenneth Pugh,1989,Menifee,", KY",Berea College Special Collections and Archives,Rights Reserved by: Kenneth Pugh,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.9335368,-83.634843,10,,
"Hiltons, VA by Rex Gardner",339,http://mappalachia.org/pictures/gallery/full_size/map_339.jpg,Rex Gardner,,Scott,"Hiltons, VA",Berea College Special Collections and Archives,Rights Reserved by: Rex Gardner,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.6545454,-82.4670941,10,,
", KY by Kelly Wright",340,http://mappalachia.org/pictures/gallery/full_size/map_340.jpg,Kelly Wright,,Elliot,", KY",Berea College Special Collections and Archives,Rights Reserved by: Kelly Wright,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.1575088,-83.1220074,10,,
", KY by Jonathan Kitchen",341,http://mappalachia.org/pictures/gallery/full_size/map_341.jpg,Jonathan Kitchen,,Carter,", KY",Berea College Special Collections and Archives,Rights Reserved by: Jonathan Kitchen,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.3204714,-83.0361376,10,,
"Berea, KY by John Spice",342,http://mappalachia.org/pictures/gallery/full_size/map_342.jpg,John Spice,,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: John Spice,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Beattyville, KY by Ben Thomas",343,http://mappalachia.org/pictures/gallery/full_size/map_343.jpg,Ben Thomas,2008,Lee,"Beattyville, KY",Berea College Special Collections and Archives,Rights Reserved by: Ben Thomas,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.5717532,-83.7068597,10,,
"Sardinia, OH by Jimmy Blair",344,http://mappalachia.org/pictures/gallery/full_size/map_344.jpg,Jimmy Blair,,Brown & Highland,"Sardinia, OH",Berea College Special Collections and Archives,Rights Reserved by: Jimmy Blair,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.007978,-83.808667,10,,
"Barbourville, KY by Brittany Buchanan",345,http://mappalachia.org/pictures/gallery/full_size/map_345.jpg,Brittany Buchanan,2008,Know,"Barbourville, KY",Berea College Special Collections and Archives,Rights Reserved by: Brittany Buchanan,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.8664765,-83.8888138,10,,
"Birmingham, AL by Hugh Wallace",346,http://mappalachia.org/pictures/gallery/full_size/map_346.jpg,Hugh Wallace,1989,Jefferson,"Birmingham, AL",Berea College Special Collections and Archives,Rights Reserved by: Hugh Wallace,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,33.5185892,-86.8103567,10,,
"Beattyville, KY by Chris Holiday",347,http://mappalachia.org/pictures/gallery/full_size/map_347.jpg,Chris Holiday,2008,Lee,"Beattyville, KY",Berea College Special Collections and Archives,Rights Reserved by: Chris Holiday,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.5717532,-83.7068597,10,,
"Lipscomb, AL by Gerald Hogan",348,http://mappalachia.org/pictures/gallery/full_size/map_348.jpg,Gerald Hogan,1989,Jefferson,"Lipscomb, AL",Berea College Special Collections and Archives,Rights Reserved by: Gerald Hogan,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,33.4256646,-86.9266588,10,,
"Booneville, KY by Kendra Combs",349,http://mappalachia.org/pictures/gallery/full_size/map_349.jpg,Kendra Combs,2008,Owsley,"Booneville, KY",Berea College Special Collections and Archives,Rights Reserved by: Kendra Combs,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.4761991,-83.6749145,10,,
"Gatlinburg, TN by Levi Sutton",351,http://mappalachia.org/pictures/gallery/full_size/map_351.jpg,Levi Sutton,2008,Sevier,"Gatlinburg, TN",Berea College Special Collections and Archives,Rights Reserved by: Levi Sutton,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.714259,-83.5101638,10,,
"Honaker, VA by Dwina Martin",352,http://mappalachia.org/pictures/gallery/full_size/map_352.jpg,Dwina Martin,,Russell,"Honaker, VA",Berea College Special Collections and Archives,Rights Reserved by: Dwina Martin,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.016222,-81.9742921,10,,
"Grundy, KY by Michael Belcher",353,http://mappalachia.org/pictures/gallery/full_size/map_353.jpg,Michael Belcher,2008,Buchanan,"Grundy, KY",Berea College Special Collections and Archives,Rights Reserved by: Michael Belcher,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2565806,-82.1074282,10,,
"Lancaster, KY by Daphne Trumbo",354,http://mappalachia.org/pictures/gallery/full_size/map_354.jpg,Daphne Trumbo,1989,Garrard,"Lancaster, KY",Berea College Special Collections and Archives,Rights Reserved by: Daphne Trumbo,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6195246,-84.5779957,10,,
", KY by Molly Jack",355,http://mappalachia.org/pictures/gallery/full_size/map_355.jpg,Molly Jack,2008,Clay,", KY",Berea College Special Collections and Archives,Rights Reserved by: Molly Jack,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.4767119,-87.8200159,10,,
"Corbin, KY by Casey Silver",356,http://mappalachia.org/pictures/gallery/full_size/map_356.jpg,Casey Silver,1987,Whitley,"Corbin, KY",Berea College Special Collections and Archives,Rights Reserved by: Casey Silver,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9265115,-84.1105053,10,,
"Parkersburg, WV by Brian Skeen",357,http://mappalachia.org/pictures/gallery/full_size/map_357.jpg,Brian Skeen,1990,Wood,"Parkersburg, WV",Berea College Special Collections and Archives,Rights Reserved by: Brian Skeen,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.2667418,-81.5615135,10,,
"Manchester, KY by Natasha Smith",358,http://mappalachia.org/pictures/gallery/full_size/map_358.jpg,Natasha Smith,2008,Clay,"Manchester, KY",Berea College Special Collections and Archives,Rights Reserved by: Natasha Smith,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.1537007,-83.7618641,10,,
"Berea, KY by Anonymous",359,http://mappalachia.org/pictures/gallery/full_size/map_359.jpg,Anonymous,,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: ,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Marion, NC by Amy Hoggard",360,http://mappalachia.org/pictures/gallery/full_size/map_360.jpg,Amy Hoggard,1990,McDowell,"Marion, NC",Berea College Special Collections and Archives,Rights Reserved by: Amy Hoggard,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.6840131,-82.0092745,10,,
"Cincinnati, OH by Amy Ellis",361,http://mappalachia.org/pictures/gallery/full_size/map_361.jpg,Amy Ellis,,Hamilton,"Cincinnati, OH",Berea College Special Collections and Archives,Rights Reserved by: Amy Ellis,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.1031182,-84.5120196,10,,
", KY by Telia Bolin",362,http://mappalachia.org/pictures/gallery/full_size/map_362.jpg,Telia Bolin,2008,Morgan,", KY",Berea College Special Collections and Archives,Rights Reserved by: Telia Bolin,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.9145713,-83.2934086,10,,
", KY by Amanda Carney",363,http://mappalachia.org/pictures/gallery/full_size/map_363.jpg,Amanda Carney,1989,Casey,", KY",Berea College Special Collections and Archives,Rights Reserved by: Amanda Carney,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3157449,-84.8984775,10,,
"Crab Orchard, KY by Harold Brown",365,http://mappalachia.org/pictures/gallery/full_size/map_365.jpg,Harold Brown,,Lincoln,"Crab Orchard, KY",Berea College Special Collections and Archives,Rights Reserved by: Harold Brown,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.4645267,-84.5066044,10,,
"Whitesburg, KY by Glen Brashear",366,http://mappalachia.org/pictures/gallery/full_size/map_366.jpg,Glen Brashear,,Letcher,"Whitesburg, KY",Berea College Special Collections and Archives,Rights Reserved by: Glen Brashear,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.1184318,-82.8268265,10,,
"Berea, KY by Tara Eades",367,http://mappalachia.org/pictures/gallery/full_size/map_367.jpg,Tara Eades,1991,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Tara Eades,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
", KY by Harold Haga",368,http://mappalachia.org/pictures/gallery/full_size/map_368.jpg,Harold Haga,1951,,", KY",Berea College Special Collections and Archives,Rights Reserved by: Harold Haga,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8393332,-84.2700179,10,,
"Cincinnati, OH by Kim Reeves",369,http://mappalachia.org/pictures/gallery/full_size/map_369.jpg,Kim Reeves,1991,Hamilton,"Cincinnati, OH",Berea College Special Collections and Archives,Rights Reserved by: Kim Reeves,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.1031182,-84.5120196,10,,
"Thomas, WV by Harry Wolford",370,http://mappalachia.org/pictures/gallery/full_size/map_370.jpg,Harry Wolford,1961,Tucker,"Thomas, WV",Berea College Special Collections and Archives,Rights Reserved by: Harry Wolford,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.1489967,-79.498109,10,,
"Spring Hill, WV by Kim Hartwell",371,http://mappalachia.org/pictures/gallery/full_size/map_371.jpg,Kim Hartwell,1991,Kanawha,"Spring Hill, WV",Berea College Special Collections and Archives,Rights Reserved by: Kim Hartwell,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.3545399,-81.7312372,10,,
"Berea, KY by Harvey",372,http://mappalachia.org/pictures/gallery/full_size/map_372.jpg,Harvey,,Madison,"Berea, KY",Berea College Special Collections and Archives,Rights Reserved by: Harvey,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,
"Willis Creek, KY by Hazel Dicken",374,http://mappalachia.org/pictures/gallery/full_size/map_374.jpg,Hazel Dicken,1957,Clinton,"Willis Creek, KY",Berea College Special Collections and Archives,Rights Reserved by: Hazel Dicken,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.8142312,-85.2219034,10,,
"Logan, WV by Crystal Spears",375,http://mappalachia.org/pictures/gallery/full_size/map_375.jpg,Crystal Spears,1991,Logan,"Logan, WV",Berea College Special Collections and Archives,Rights Reserved by: Crystal Spears,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8487147,-81.9934581,10,,
"Happy, KY by Helen Combs",376,http://mappalachia.org/pictures/gallery/full_size/map_376.jpg,Helen Combs,,Perry,"Happy, KY",Berea College Special Collections and Archives,Rights Reserved by: Helen Combs,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2039848,-83.0965566,10,,
"East Lynn, KY by Henry Perry",377,http://mappalachia.org/pictures/gallery/full_size/map_377.jpg,Henry Perry,1960,Wayne,"East Lynn, KY",Berea College Special Collections and Archives,Rights Reserved by: Henry Perry,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.1625515,-82.3833467,10,,
"Harpers Ferry, WV by Herbert Harrison",378,http://mappalachia.org/pictures/gallery/full_size/map_378.jpg,Herbert Harrison,,Jefferson,"Harpers Ferry, WV",Berea College Special Collections and Archives,Rights Reserved by: Herbert Harrison,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.3253786,-77.7388818,10,,
"North Wilkesboro, NC by Jenny Nelson",379,http://mappalachia.org/pictures/gallery/full_size/map_379.jpg,Jenny Nelson,1991,Wilkes,"North Wilkesboro, NC",Berea College Special Collections and Archives,Rights Reserved by: Jenny Nelson,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.1584651,-81.1475841,10,,
"Scottsboro, KY by James Evans",380,http://mappalachia.org/pictures/gallery/full_size/map_380.jpg,James Evans,,Jackson,"Scottsboro, KY",Berea College Special Collections and Archives,Rights Reserved by: James Evans,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.7515163,-86.1701693,10,,
"Birmingham, AL by Marcia Marbury",381,http://mappalachia.org/pictures/gallery/full_size/map_381.jpg,Marcia Marbury,1990,Jefferson,"Birmingham, AL",Berea College Special Collections and Archives,Rights Reserved by: Marcia Marbury,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,33.5185892,-86.8103567,10,,
"Canaan Heights, WV by James Myers",382,http://mappalachia.org/pictures/gallery/full_size/map_382.jpg,James Myers,,Tucker,"Canaan Heights, WV",Berea College Special Collections and Archives,Rights Reserved by: James Myers,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.1254028,-79.3825401,10,,
"Pound, KY by Judy Kennedy",383,http://mappalachia.org/pictures/gallery/full_size/map_383.jpg,Judy Kennedy,,Wise,"Pound, KY",Berea College Special Collections and Archives,Rights Reserved by: Judy Kennedy,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.932522,-82.7089636,10,,
"Jamestown, KY by Lorene Popplewell",384,http://mappalachia.org/pictures/gallery/full_size/map_384.jpg,Lorene Popplewell,1990,Russell,"Jamestown, KY",Berea College Special Collections and Archives,Rights Reserved by: Lorene Popplewell,Paper, approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9847899,-85.06301,10,,
